#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B0DF82
#Date Time: 2022-02-12 15:34:25.467
#Start: 5 Hz
#Stop: 20000 Hz
#Steps: 100
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.47342 V
#Offset: 0.000108034 V
#Relative: no
#Channel: Channel 2
#Range: 5.42549 V
#Offset: 0.000198727 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (V),Channel 2 Magnitude (V)
901.1675698551361,9.72361796351825e-05,41136.92731098684
979.9185947080309,8.763793120141292e-05,45642.17771735979
1065.551496054084,9.483912335760589e-05,42176.51602652991
1158.667665737468,7.033561148472681e-05,56870.57503455482
1259.921049894873,9.057574711488526e-05,44164.97452765605
1370.022741557953,5.557658343986565e-05,71981.60489243075
1489.745974593076,0.0001031496579265727,38784.84609764075
1619.931554050334,0.0001008805043777334,39655.3126551586
1761.493761058642,7.829741835533551e-05,51096.37694905869
1915.42677373646,0.0001069004014691145,37426.5980334874
2082.811649211583,0.0001141361866744586,35054.96850223256
2264.823915784078,0.0001157814575816877,34561.2157020395
2462.741828551417,0.0001364600894287824,29324.50874718977
2677.955346474275,0.0001263561796118122,31669.2725298728
2911.975893928106,0.0001110604361167296,36035.60757017967
3166.446975294949,0.0001248891482842844,32047.97576030642
3443.155717140719,0.000100033570629521,40014.69846869857
3744.045419037701,0.0001283136220078035,31201.54166501365
4071.229201175359,0.00010584176840882,37824.9135664068
4427.004844605508,0.0001370304807443604,29220.11307001196
4813.870928343361,0.0001225426281232011,32686.01360130568
5234.544376653908,0.0001131710501469304,35396.96408850842
5691.979539756507,9.013444754238798e-05,44447.85586588401
6189.388941949697,9.450916640926599e-05,42403.25669549882
6730.265842868438,0.000131203314223332,30513.44009311923
7318.408770319234,0.0001345441740100191,29797.76179704701
7957.948196985132,0.0001205929653211793,33248.9110041009
8653.375548348404,0.0001414724054786994,28350.1131588176
9409.574745550941,0.0001147675871553248,34956.56400487951
10231.85650471498,0.0001594930493706855,25158.83582368145
11125.99563360484,0.0001268106862382548,31628.73340257861
12098.27158756096,0.0001626266184758198,24684.61148332604
13155.51256952644,0.0001335802535165649,30060.8297057876
14305.14348387668,0.0001259860399543557,31857.77133575737
15555.23808082728,0.0001445070803588802,27770.876700339
16914.5756576254,9.909568888259806e-05,40529.39589840746
18392.70271473195,0.0001923642585258351,20871.87397703546
20000,9.953275961911732e-05,40361.1483493637
