,-9.27,-5.82,1.39
,-9.32,-5.82,1.40
,-9.35,-5.85,1.40
,-9.39,-5.87,1.40
,-9.41,-5.87,1.41
,-9.46,-5.90,1.41
,-9.47,-5.92,1.42
,-9.52,-5.96,1.43
,-9.56,-5.97,1.43
,-9.59,-6.00,1.43
,-9.64,-6.02,1.44
,-9.65,-6.04,1.44
,-9.69,-6.07,1.45
,-9.71,-6.08,1.45
,-9.74,-6.10,1.46
,-9.79,-6.12,1.46
,-9.82,-6.14,1.47
,-9.85,-6.15,1.47
,-9.89,-6.18,1.48
,-9.90,-6.20,1.48
,-9.96,-6.23,1.49
,-9.98,-6.25,1.49
,-10.00,-6.27,1.50
,-10.04,-6.29,1.50
,-10.08,-6.30,1.51
,-10.11,-6.33,1.52
,-10.16,-6.35,1.52
,-10.20,-6.37,1.53
,-10.22,-6.38,1.53
,-10.27,-6.42,1.54
,-10.29,-6.43,1.55
,-10.32,-6.46,1.55
,-10.36,-6.48,1.56
,-10.39,-6.50,1.56
,-10.44,-6.51,1.56
,-10.47,-6.56,1.57
,-10.50,-6.57,1.58
,-10.54,-6.57,1.58
,-10.56,-6.61,1.59
,-10.60,-6.64,1.59
,-10.64,-6.65,1.60
,-10.68,-6.67,1.60
,-10.71,-6.70,1.60
,-10.73,-6.71,1.61
,-10.78,-6.74,1.61
,-10.80,-6.76,1.62
,-10.84,-6.77,1.62
,-10.86,-6.79,1.63
,-10.90,-6.82,1.63
,-10.95,-6.85,1.64
,-10.99,-6.86,1.64
,-11.02,-6.89,1.65
,-11.04,-6.91,1.65
,-11.08,-6.91,1.66
,-11.11,-6.95,1.67
,-11.15,-6.98,1.67
,-11.19,-6.99,1.68
,-11.24,-7.02,1.68
,-11.27,-7.04,1.69
,-11.30,-7.05,1.69
,-11.33,-7.08,1.70
,-11.36,-7.12,1.70
,-11.39,-7.12,1.71
,-11.44,-7.15,1.71
,-11.47,-7.16,1.72
,-11.51,-7.17,1.72
,-11.55,-7.20,1.73
,-11.56,-7.21,1.73
,-11.60,-7.25,1.74
,-11.64,-7.27,1.75
,-11.67,-7.28,1.75
,-11.70,-7.33,1.75
,-11.73,-7.34,1.76
,-11.78,-7.36,1.76
,-11.81,-7.38,1.77
,-11.84,-7.40,1.78
,-11.88,-7.42,1.78
,-11.92,-7.45,1.79
,-11.95,-7.47,1.79
,-11.99,-7.48,1.80
,-12.01,-7.50,1.80
,-12.69,-7.91,1.90
,-12.71,-7.94,1.90
,-12.75,-7.96,1.91
,-12.78,-7.99,1.91
,-12.82,-8.00,1.92
,-12.85,-8.04,1.92
,-12.88,-8.05,1.93
,-12.91,-8.07,1.93
,-12.96,-8.10,1.94
,-12.99,-8.12,1.94
,-13.02,-8.13,1.95
,-13.06,-8.17,1.95
,-13.10,-8.17,1.96
,-13.14,-8.21,1.96
,-13.17,-8.23,1.97
,-13.20,-8.24,1.97
,-13.23,-8.26,1.98
,-13.27,-8.28,1.98
,-13.31,-8.31,1.99
,-13.34,-8.34,2.00
,-13.37,-8.35,2.00
,-13.42,-8.37,2.00
,-13.44,-8.39,2.01
,-13.48,-8.41,2.01
,-13.50,-8.44,2.02
,-13.53,-8.46,2.02
,-13.58,-8.48,2.03
,-13.60,-8.52,2.04
,-13.66,-8.53,2.04
,-13.69,-8.54,2.05
,-13.71,-8.59,2.05
,-13.74,-8.60,2.06
,-13.79,-8.62,2.06
,-13.82,-8.66,2.07
,-13.86,-8.67,2.07
,-13.89,-8.67,2.08
,-13.91,-8.71,2.08
,-13.95,-8.72,2.09
,-14.00,-8.75,2.09
,-14.01,-8.77,2.10
,-14.05,-8.79,2.10
,-14.10,-8.81,2.11
,-14.13,-8.84,2.11
,-14.17,-8.85,2.12
,-14.19,-8.89,2.12
,-14.22,-8.90,2.13
,-14.27,-8.92,2.13
,-14.31,-8.93,2.14
,-14.34,-8.96,2.14
,-14.36,-8.99,2.15
,-14.41,-9.00,2.15
,-14.43,-9.02,2.16
,-14.46,-9.05,2.17
,-14.51,-9.07,2.17
,-14.54,-9.11,2.18
,-14.57,-9.11,2.18
,-14.61,-9.13,2.19
,-14.66,-9.15,2.19
,-14.68,-9.18,2.20
,-14.72,-9.21,2.20
,-14.74,-9.23,2.21
,-14.80,-9.24,2.21
,-14.81,-9.28,2.22
,-14.85,-9.30,2.22
,-14.88,-9.31,2.23
,-14.91,-9.34,2.23
,-14.95,-9.35,2.24
,-14.98,-9.38,2.24
,-15.01,-9.39,2.25
,-15.06,-9.42,2.25
,-15.10,-9.45,2.26
,-15.13,-9.47,2.26
,-15.15,-9.50,2.27
,-15.20,-9.49,2.27
,-15.23,-9.53,2.28
,-15.25,-9.56,2.28
,-15.30,-9.57,2.28
,-15.35,-9.60,2.29
,-15.38,-9.62,2.30
,-15.40,-9.64,2.30
,-15.43,-9.67,2.31
,-15.48,-9.67,2.31
,-15.51,-9.69,2.32
,-15.53,-9.72,2.32
,-15.58,-9.75,2.33
,-15.61,-9.75,2.33
,-15.64,-9.77,2.34
,-15.67,-9.81,2.34
,-15.71,-9.83,2.35
,-15.74,-9.85,2.35
,-15.77,-9.87,2.36
,-15.80,-9.90,2.36
,-15.85,-9.90,2.37
,-15.88,-9.93,2.38
,-15.91,-9.96,2.38
,-15.94,-9.97,2.39
,-15.98,-9.98,2.39
,-16.02,-10.02,2.40
,-16.06,-10.04,2.40
,-16.09,-10.05,2.41
,-16.14,-10.09,2.41
,-16.16,-10.11,2.42
,-16.20,-10.13,2.42
,-16.23,-10.16,2.43
,-16.28,-10.17,2.43
,-16.33,-10.19,2.44
,-16.35,-10.21,2.44
,-16.39,-10.24,2.45
,-16.43,-10.26,2.46
,-16.46,-10.30,2.46
,-16.49,-10.30,2.47
,-16.52,-10.33,2.48
,-16.56,-10.36,2.48
,-16.61,-10.38,2.49
,-16.65,-10.40,2.49
,-16.68,-10.41,2.50
,-16.71,-10.45,2.50
,-16.76,-10.45,2.51
,-16.77,-10.49,2.51
,-16.81,-10.52,2.52
,-16.86,-10.52,2.52
,-16.89,-10.55,2.53
,-16.94,-10.57,2.53
,-16.98,-10.61,2.54
,-16.99,-10.61,2.54
,-17.05,-10.65,2.55
,-17.09,-10.66,2.55
,-17.12,-10.69,2.56
,-17.16,-10.71,2.56
,-17.18,-10.73,2.57
,-17.23,-10.75,2.57
,-17.26,-10.77,2.58
,-17.29,-10.80,2.58
,-17.34,-10.85,2.59
,-17.38,-10.84,2.60
,-17.40,-10.88,2.60
,-17.45,-10.89,2.61
,-17.48,-10.92,2.61
,-17.51,-10.94,2.62
,-17.56,-10.98,2.62
,-17.60,-10.99,2.63
,-17.65,-11.00,2.64
,-17.67,-11.04,2.64
,-17.69,-11.06,2.65
,-17.74,-11.08,2.66
,-17.76,-11.10,2.66
,-17.80,-11.13,2.67
,-17.84,-11.14,2.67
,-17.88,-11.17,2.68
,-17.91,-11.18,2.68
,-17.96,-11.21,2.69
,-17.99,-11.23,2.69
,-18.04,-11.27,2.70
,-18.06,-11.27,2.70
,-18.10,-11.31,2.70
,-18.14,-11.33,2.71
,-18.17,-11.35,2.71
,-18.20,-11.37,2.72
,-18.24,-11.39,2.72
,-18.28,-11.42,2.73
,-18.31,-11.44,2.73
,-18.36,-11.47,2.74
,-18.37,-11.49,2.74
,-18.43,-11.52,2.75
,-18.47,-11.53,2.75
,-18.50,-11.56,2.75
,-18.53,-11.58,2.76
,-18.56,-11.59,2.76
,-18.60,-11.64,2.77
,-18.64,-11.65,2.77
,-18.67,-11.69,2.78
,-18.72,-11.70,2.78
,-18.76,-11.71,2.79
,-18.78,-11.73,2.80
,-18.82,-11.74,2.80
,-18.85,-11.79,2.80
,-18.89,-11.81,2.81
,-18.94,-11.84,2.81
,-18.96,-11.84,2.82
,-19.00,-11.87,2.82
,-19.04,-11.90,2.83
,-19.07,-11.93,2.83
,-19.11,-11.94,2.84
,-19.15,-11.97,2.84
,-19.18,-11.99,2.85
,-19.22,-12.00,2.86
,-19.25,-12.03,2.86
,-19.29,-12.07,2.87
,-19.32,-12.08,2.87
,-19.36,-12.09,2.88
,-19.40,-12.12,2.88
,-19.43,-12.14,2.89
,-19.47,-12.18,2.89
,-19.52,-12.20,2.90
,-19.55,-12.22,2.90
,-19.59,-12.24,2.91
,-19.63,-12.25,2.91
,-19.65,-12.28,2.92
,-19.71,-12.31,2.92
,-19.73,-12.34,2.93
,-19.76,-12.35,2.93
,-19.81,-12.38,2.94
,-19.85,-12.39,2.94
,-19.89,-12.43,2.95
,-19.92,-12.46,2.95
,-19.95,-12.47,2.95
,-19.98,-12.49,2.96
,-20.03,-12.50,2.97
,-20.05,-12.53,2.97
,-20.09,-12.56,2.97
,-20.13,-12.59,2.98
,-20.17,-12.62,2.99
,-20.20,-12.62,2.99
,-20.25,-12.65,3.00
,-20.28,-12.67,3.00
,-20.32,-12.69,3.01
,-20.34,-12.72,3.02
,-20.39,-12.73,3.02
,-20.43,-12.76,3.03
,-20.46,-12.78,3.03
,-20.50,-12.80,3.04
,-20.54,-12.84,3.04
,-20.57,-12.86,3.05
,-20.62,-12.88,3.05
,-20.64,-12.89,3.06
,-20.67,-12.91,3.06
,-20.72,-12.94,3.07
,-20.77,-12.96,3.07
,-20.79,-12.98,3.08
,-20.82,-13.01,3.08
,-20.87,-13.03,3.09
,-20.89,-13.06,3.10
,-20.93,-13.08,3.10
,-20.97,-13.10,3.11
,-21.01,-13.12,3.11
,-21.04,-13.14,3.12
,-21.09,-13.17,3.13
,-21.10,-13.18,3.13
,-21.15,-13.23,3.14
,-21.19,-13.23,3.14
,-21.21,-13.26,3.15
,-21.27,-13.29,3.15
,-21.29,-13.30,3.16
,-21.34,-13.33,3.16
,-21.37,-13.33,3.17
,-21.41,-13.37,3.17
,-21.44,-13.40,3.18
,-21.49,-13.43,3.19
,-21.51,-13.44,3.19
,-21.54,-13.47,3.20
